ID 	 x 	 y 	 w 	 h 	AREA
6 	 735 	 144 	 21 	 15 	 315
5 	 1127 	 289 	 23 	 15 	 345
6 	 749 	 146 	 22 	 14 	 308
5 	 1112 	 289 	 22 	 15 	 330
6 	 763 	 148 	 22 	 12 	 264
5 	 1098 	 290 	 22 	 14 	 308
6 	 777 	 148 	 22 	 14 	 308
10 	 762 	 33 	 36 	 11 	 396
5 	 1082 	 290 	 24 	 15 	 360
6 	 792 	 150 	 21 	 13 	 273
10 	 763 	 33 	 65 	 17 	 1105
5 	 1070 	 290 	 22 	 16 	 352
6 	 805 	 152 	 23 	 12 	 276
10 	 763 	 33 	 91 	 23 	 2093
5 	 1056 	 290 	 22 	 16 	 352
6 	 819 	 152 	 21 	 14 	 294
10 	 795 	 40 	 85 	 22 	 1870
5 	 1056 	 290 	 22 	 16 	 352
6 	 819 	 152 	 21 	 14 	 294
10 	 795 	 40 	 85 	 22 	 1870
5 	 1056 	 290 	 22 	 16 	 352
6 	 819 	 152 	 21 	 14 	 294
10 	 795 	 40 	 85 	 22 	 1870
5 	 1042 	 291 	 22 	 15 	 330
6 	 833 	 154 	 21 	 13 	 273
5 	 1028 	 292 	 20 	 14 	 280
6 	 847 	 154 	 21 	 14 	 294
5 	 1015 	 292 	 21 	 15 	 315
6 	 861 	 156 	 20 	 13 	 260
5 	 1000 	 292 	 22 	 15 	 330
6 	 874 	 157 	 21 	 13 	 273
11 	 944 	 75 	 24 	 9 	 216
5 	 1000 	 292 	 22 	 15 	 330
6 	 874 	 157 	 21 	 13 	 273
11 	 944 	 75 	 24 	 9 	 216
5 	 1000 	 292 	 22 	 15 	 330
6 	 874 	 157 	 21 	 13 	 273
11 	 944 	 75 	 24 	 9 	 216
5 	 986 	 294 	 22 	 14 	 308
6 	 888 	 159 	 20 	 13 	 260
11 	 944 	 75 	 24 	 9 	 216
5 	 972 	 294 	 22 	 14 	 308
6 	 901 	 75 	 67 	 97 	 6499
5 	 960 	 294 	 21 	 14 	 294
6 	 913 	 161 	 22 	 13 	 286
12 	 966 	 80 	 58 	 16 	 928
5 	 946 	 294 	 22 	 14 	 308
6 	 927 	 76 	 41 	 99 	 4059
5 	 932 	 295 	 22 	 14 	 308
6 	 941 	 81 	 27 	 95 	 2565
5 	 920 	 296 	 20 	 13 	 260
6 	 953 	 81 	 21 	 96 	 2016
5 	 906 	 296 	 22 	 14 	 308
6 	 967 	 165 	 20 	 13 	 260
13 	 1071 	 104 	 17 	 6 	 102
5 	 893 	 296 	 21 	 14 	 294
6 	 979 	 167 	 21 	 12 	 252
13 	 1087 	 106 	 15 	 6 	 90
5 	 893 	 296 	 21 	 14 	 294
6 	 979 	 167 	 21 	 12 	 252
13 	 1087 	 106 	 15 	 6 	 90
5 	 893 	 296 	 21 	 14 	 294
6 	 979 	 167 	 21 	 12 	 252
13 	 1087 	 106 	 15 	 6 	 90
5 	 880 	 296 	 22 	 15 	 330
6 	 992 	 168 	 21 	 12 	 252
13 	 1087 	 106 	 29 	 10 	 290
5 	 867 	 296 	 21 	 15 	 315
6 	 1005 	 169 	 21 	 13 	 273
13 	 1098 	 110 	 29 	 8 	 232
5 	 856 	 298 	 20 	 14 	 280
6 	 1017 	 170 	 21 	 12 	 252
13 	 1112 	 112 	 15 	 6 	 90
5 	 841 	 298 	 21 	 14 	 294
6 	 1031 	 112 	 85 	 72 	 6120
5 	 828 	 298 	 21 	 14 	 294
6 	 1043 	 172 	 21 	 12 	 252
5 	 816 	 298 	 22 	 14 	 308
6 	 1056 	 121 	 98 	 65 	 6370
5 	 803 	 299 	 21 	 14 	 294
6 	 1068 	 174 	 20 	 13 	 260
5 	 791 	 300 	 21 	 13 	 273
6 	 1080 	 175 	 24 	 13 	 312
5 	 791 	 300 	 21 	 13 	 273
6 	 1080 	 175 	 24 	 13 	 312
5 	 791 	 300 	 21 	 13 	 273
6 	 1080 	 175 	 24 	 13 	 312
5 	 778 	 300 	 22 	 13 	 286
6 	 1092 	 176 	 21 	 13 	 273
5 	 766 	 300 	 22 	 14 	 308
6 	 1104 	 177 	 23 	 13 	 299
14 	 858 	 486 	 95 	 23 	 2185
15 	 1618 	 499 	 73 	 3 	 219
5 	 754 	 300 	 21 	 15 	 315
6 	 1116 	 178 	 23 	 13 	 299
14 	 858 	 486 	 95 	 23 	 2185
15 	 1618 	 499 	 73 	 3 	 219
5 	 741 	 301 	 21 	 15 	 315
6 	 1129 	 179 	 23 	 13 	 299
14 	 858 	 486 	 95 	 23 	 2185
15 	 1618 	 499 	 73 	 3 	 219
5 	 728 	 302 	 23 	 13 	 299
6 	 1141 	 142 	 100 	 51 	 5100
14 	 858 	 486 	 95 	 23 	 2185
15 	 1618 	 499 	 73 	 3 	 219
5 	 717 	 302 	 21 	 14 	 294
6 	 1152 	 142 	 89 	 51 	 4539
14 	 858 	 486 	 95 	 23 	 2185
5 	 704 	 303 	 22 	 13 	 286
6 	 1164 	 142 	 80 	 53 	 4240
14 	 858 	 486 	 95 	 23 	 2185
5 	 692 	 304 	 21 	 13 	 273
6 	 1176 	 184 	 22 	 12 	 264
5 	 680 	 304 	 23 	 14 	 322
6 	 1188 	 184 	 21 	 13 	 273
5 	 680 	 304 	 23 	 14 	 322
6 	 1188 	 184 	 21 	 13 	 273
5 	 680 	 304 	 23 	 14 	 322
6 	 1188 	 184 	 21 	 13 	 273
5 	 669 	 304 	 20 	 14 	 280
6 	 1200 	 185 	 22 	 13 	 286
5 	 657 	 304 	 21 	 14 	 294
6 	 1212 	 186 	 20 	 14 	 280
5 	 644 	 305 	 22 	 14 	 308
6 	 1223 	 187 	 21 	 13 	 273
5 	 633 	 306 	 22 	 13 	 286
6 	 1235 	 188 	 21 	 13 	 273
5 	 633 	 306 	 22 	 13 	 286
6 	 1235 	 188 	 21 	 13 	 273
5 	 633 	 306 	 22 	 13 	 286
6 	 1235 	 188 	 21 	 13 	 273
5 	 622 	 306 	 20 	 13 	 260
6 	 1247 	 190 	 21 	 12 	 252
16 	 1003 	 502 	 62 	 5 	 310
5 	 610 	 306 	 20 	 14 	 280
6 	 1258 	 190 	 22 	 14 	 308
17 	 704 	 492 	 19 	 15 	 285
5 	 600 	 307 	 20 	 13 	 260
6 	 1269 	 192 	 20 	 12 	 240
17 	 704 	 492 	 19 	 15 	 285
5 	 587 	 307 	 21 	 14 	 294
6 	 1280 	 192 	 22 	 13 	 286
5 	 576 	 308 	 23 	 13 	 299
6 	 1292 	 194 	 20 	 12 	 240
5 	 576 	 308 	 23 	 13 	 299
6 	 1292 	 194 	 20 	 12 	 240
5 	 576 	 308 	 23 	 13 	 299
6 	 1292 	 194 	 20 	 12 	 240
5 	 564 	 309 	 20 	 13 	 260
6 	 1304 	 194 	 20 	 13 	 260
5 	 552 	 310 	 22 	 13 	 286
6 	 1314 	 196 	 22 	 12 	 264
5 	 542 	 310 	 20 	 14 	 280
6 	 1326 	 196 	 20 	 13 	 260
5 	 531 	 310 	 20 	 14 	 280
6 	 1336 	 198 	 22 	 12 	 264
5 	 520 	 312 	 20 	 12 	 240
6 	 1348 	 199 	 20 	 13 	 260
5 	 509 	 312 	 19 	 13 	 247
6 	 1359 	 200 	 21 	 12 	 252
5 	 498 	 312 	 20 	 14 	 280
6 	 1369 	 201 	 21 	 13 	 273
5 	 486 	 312 	 22 	 14 	 308
6 	 1380 	 202 	 21 	 12 	 252
5 	 486 	 312 	 22 	 14 	 308
6 	 1380 	 202 	 21 	 12 	 252
5 	 486 	 312 	 22 	 14 	 308
6 	 1380 	 202 	 21 	 12 	 252
5 	 476 	 314 	 20 	 13 	 260
6 	 1391 	 203 	 21 	 13 	 273
5 	 465 	 314 	 20 	 14 	 280
6 	 1402 	 204 	 22 	 12 	 264
5 	 456 	 314 	 19 	 14 	 266
6 	 1412 	 206 	 20 	 12 	 240
5 	 456 	 314 	 19 	 14 	 266
6 	 1412 	 206 	 20 	 12 	 240
5 	 456 	 314 	 19 	 14 	 266
6 	 1412 	 206 	 20 	 12 	 240
5 	 444 	 316 	 20 	 12 	 240
6 	 1424 	 206 	 20 	 12 	 240
5 	 432 	 316 	 23 	 13 	 299
6 	 1434 	 208 	 20 	 12 	 240
5 	 424 	 316 	 18 	 14 	 252
6 	 1444 	 208 	 20 	 13 	 260
18 	 1448 	 499 	 34 	 24 	 816
19 	 601 	 499 	 96 	 12 	 1152
20 	 1673 	 486 	 45 	 15 	 675
21 	 936 	 479 	 11 	 9 	 99
5 	 412 	 318 	 20 	 12 	 240
6 	 1455 	 210 	 21 	 12 	 252
18 	 1448 	 499 	 34 	 24 	 816
19 	 601 	 489 	 96 	 22 	 2112
20 	 1673 	 486 	 45 	 15 	 675
21 	 936 	 479 	 11 	 9 	 99
5 	 412 	 318 	 20 	 12 	 240
6 	 1455 	 210 	 21 	 12 	 252
18 	 1448 	 499 	 34 	 24 	 816
19 	 601 	 489 	 96 	 22 	 2112
20 	 1673 	 486 	 45 	 15 	 675
21 	 936 	 479 	 11 	 9 	 99
5 	 412 	 318 	 20 	 12 	 240
6 	 1455 	 210 	 21 	 12 	 252
18 	 1448 	 499 	 34 	 24 	 816
19 	 601 	 489 	 96 	 22 	 2112
21 	 936 	 479 	 11 	 9 	 99
5 	 401 	 318 	 21 	 14 	 294
6 	 1465 	 210 	 21 	 13 	 273
18 	 1448 	 499 	 34 	 24 	 816
19 	 601 	 489 	 88 	 22 	 1936
21 	 936 	 479 	 11 	 9 	 99
5 	 392 	 319 	 20 	 13 	 260
6 	 1475 	 212 	 21 	 12 	 252
5 	 382 	 320 	 18 	 12 	 216
6 	 1486 	 212 	 20 	 12 	 240
5 	 371 	 320 	 19 	 13 	 247
6 	 1496 	 214 	 20 	 11 	 220
5 	 360 	 320 	 20 	 14 	 280
6 	 1506 	 215 	 20 	 13 	 260
5 	 351 	 321 	 19 	 13 	 247
6 	 1516 	 216 	 21 	 12 	 252
5 	 340 	 322 	 20 	 13 	 260
6 	 1528 	 217 	 19 	 12 	 228
5 	 330 	 322 	 20 	 14 	 280
6 	 1536 	 218 	 22 	 12 	 264
5 	 330 	 322 	 20 	 14 	 280
6 	 1536 	 218 	 22 	 12 	 264
5 	 330 	 322 	 20 	 14 	 280
6 	 1536 	 218 	 22 	 12 	 264
5 	 320 	 323 	 20 	 13 	 260
6 	 1546 	 219 	 22 	 12 	 264
5 	 310 	 324 	 20 	 12 	 240
6 	 1557 	 220 	 20 	 12 	 240
5 	 300 	 324 	 20 	 13 	 260
6 	 1568 	 221 	 20 	 12 	 240
5 	 290 	 326 	 20 	 11 	 220
6 	 1576 	 222 	 24 	 12 	 288
5 	 280 	 326 	 20 	 12 	 240
6 	 1587 	 224 	 21 	 11 	 231
5 	 280 	 326 	 20 	 12 	 240
6 	 1587 	 224 	 21 	 11 	 231
5 	 280 	 326 	 20 	 12 	 240
6 	 1587 	 224 	 21 	 11 	 231
5 	 272 	 327 	 18 	 13 	 234
6 	 1596 	 224 	 21 	 12 	 252
5 	 262 	 328 	 18 	 12 	 216
6 	 1606 	 225 	 22 	 12 	 264
5 	 251 	 328 	 20 	 12 	 240
6 	 1616 	 226 	 22 	 12 	 264
5 	 242 	 328 	 20 	 14 	 280
6 	 1626 	 227 	 22 	 12 	 264
5 	 242 	 328 	 20 	 14 	 280
6 	 1626 	 227 	 22 	 12 	 264
5 	 242 	 328 	 20 	 14 	 280
6 	 1626 	 227 	 22 	 12 	 264
0 	 0 	 0 	 2704 	 760 	 2055040
